id,category,topic,age_min_months,age_max_months,title,content,tips,avoid,keywords,questions,medical_disclaimer,source_id,source_section
KB0034,Hoạt động và mẹo,Hỗ trợ phát triển,18,18,Cách hỗ trợ trẻ 18 tháng học và phát triển,"Kết hợp chơi giả vờ, gọi tên cảm xúc, câu hỏi đơn giản và sự chú ý tích cực để hỗ trợ ngôn ngữ cùng hành vi xã hội.","[""Dùng lời tích cực và chú ý nhiều hơn tới hành vi mong muốn; giảm chú ý đối với hành vi không mong muốn không nguy hiểm."", ""Khuyến khích chơi giả vờ, chẳng hạn dùng thìa cho thú bông ăn, và luân phiên vai chơi."", ""Giúp trẻ nhận biết cảm xúc của người khác và cách phản ứng tử tế."", ""Đặt câu hỏi đơn giản về những gì trẻ nhìn thấy."", ""Cho tập uống bằng cốc không nắp và ăn bằng thìa."", ""Đưa ra hai lựa chọn đơn giản, chẳng hạn chọn áo đỏ hoặc xanh."", ""Duy trì nếp ăn và ngủ; ngồi cùng trẻ trong bữa chính và bữa phụ."", ""Trẻ dưới 2 tuổi chỉ nên dùng màn hình cho gọi video; người chăm sóc cũng nên hạn chế màn hình khi ở bên trẻ."", ""Trao đổi với chuyên gia về dấu hiệu sẵn sàng tập đi vệ sinh; nhiều trẻ chưa thành công trước 2–3 tuổi và bắt đầu quá sớm có thể gây căng thẳng."", ""Cơn ăn vạ là bình thường; có thể chuyển hướng hoặc giảm chú ý, cho trẻ thời gian bình tĩnh."", ""Khi nói chuyện, quay mặt và hạ xuống ngang tầm mắt trẻ."", ""Dạy tên bộ phận cơ thể bằng cách chỉ trên cơ thể trẻ và người lớn.""]",[],"[""tips bé 18 tháng"", ""chơi với bé 18 tháng"", ""nuôi dạy trẻ""]","[""Nên chơi và tương tác với bé 18 tháng như thế nào?"", ""Có mẹo gì để hỗ trợ bé 18 tháng phát triển?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,18 months – tips
KB0035,Phát triển xã hội và cảm xúc,Mốc phát triển,24,24,Mốc xã hội – cảm xúc ở 24 tháng,Nhận thấy người khác bị đau hoặc buồn. Nhìn nét mặt người chăm sóc để biết nên phản ứng thế nào trong tình huống mới.,[],[],"[""bé 24 tháng"", ""mốc phát triển"", ""phát triển xã hội và cảm xúc""]","[""Bé 24 tháng thường làm được gì về phát triển xã hội và cảm xúc?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,24 months – social
KB0036,Ngôn ngữ và giao tiếp,Mốc phát triển,24,24,Mốc ngôn ngữ – giao tiếp ở 24 tháng,"Chỉ đúng hình trong sách khi được hỏi. Ghép ít nhất hai từ như “thêm sữa”. Chỉ ít nhất hai bộ phận cơ thể khi được yêu cầu. Dùng nhiều cử chỉ ngoài vẫy tay và chỉ, như hôn gió hoặc gật đầu.",[],[],"[""bé 24 tháng"", ""mốc phát triển"", ""ngôn ngữ và giao tiếp""]","[""Bé 24 tháng thường làm được gì về ngôn ngữ và giao tiếp?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,24 months – language
KB0037,Nhận thức,Mốc phát triển,24,24,Mốc nhận thức ở 24 tháng,"Một tay giữ đồ vật, tay kia thao tác như mở nắp hộp. Thử công tắc, núm hoặc nút trên đồ chơi. Chơi đồng thời với nhiều đồ chơi có liên quan, như đặt thức ăn đồ chơi lên đĩa.",[],[],"[""bé 24 tháng"", ""mốc phát triển"", ""nhận thức""]","[""Bé 24 tháng thường làm được gì về nhận thức?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,24 months – cognitive
KB0038,Vận động,Mốc phát triển,24,24,Mốc vận động và thể chất ở 24 tháng,"Đá bóng. Chạy. Đi lên vài bậc cầu thang, có hoặc không có trợ giúp. Ăn bằng thìa.",[],[],"[""bé 24 tháng"", ""mốc phát triển"", ""vận động""]","[""Bé 24 tháng thường làm được gì về vận động?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,24 months – physical
KB0039,Hoạt động và mẹo,Hỗ trợ phát triển,24,24,Cách hỗ trợ trẻ 24 tháng học và phát triển,"Mở rộng câu nói, làm mẫu chờ lượt, cho trẻ giúp việc an toàn và tổ chức hoạt động vận động như đá, lăn hoặc ném bóng.","[""Lặp lại câu trẻ nói chưa rõ bằng dạng đầy đủ và tự nhiên."", ""Giám sát kỹ khi chơi cùng bạn; làm mẫu cách chia sẻ, chờ lượt và dùng lời để giải quyết xung đột."", ""Cho trẻ giúp chuẩn bị bữa ăn bằng việc an toàn như mang cốc nhựa hoặc khăn ăn, rồi cảm ơn trẻ."", ""Cho chơi bóng bằng cách đá, lăn và ném."", ""Chọn đồ chơi có nút bấm hoặc cơ chế nguyên nhân–kết quả để phát triển giải quyết vấn đề."", ""Cho chơi hóa trang bằng quần áo người lớn an toàn để phát triển tưởng tượng."", ""Người lớn quyết định món ăn lành mạnh và thời gian ăn; trẻ quyết định có ăn và ăn bao nhiêu. Lượng ăn có thể thay đổi từng ngày."", ""Duy trì nếp ăn và trình tự đi ngủ yên tĩnh."", ""Chỉ bắt đầu tập đi vệ sinh khi trẻ có dấu hiệu sẵn sàng; bắt đầu quá sớm có thể kéo dài quá trình."", ""Khen khi trẻ giúp việc đơn giản như bỏ đồ chơi hoặc quần áo vào giỏ."", ""Chơi ngoài trời với trò có tín hiệu như “chuẩn bị, sẵn sàng, đi”."", ""Cho trẻ vẽ bằng bút sáp hoặc màu ngón tay an toàn và trưng bày sản phẩm.""]",[],"[""tips bé 24 tháng"", ""chơi với bé 24 tháng"", ""nuôi dạy trẻ""]","[""Nên chơi và tương tác với bé 24 tháng như thế nào?"", ""Có mẹo gì để hỗ trợ bé 24 tháng phát triển?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,24 months – tips
KB0040,Phát triển xã hội và cảm xúc,Mốc phát triển,30,30,Mốc xã hội – cảm xúc ở 30 tháng,"Chơi cạnh trẻ khác và đôi khi chơi cùng. Khoe điều mình làm được bằng cách gọi người lớn nhìn. Làm theo nếp đơn giản khi được nhắc, như cùng dọn đồ chơi.",[],[],"[""bé 30 tháng"", ""mốc phát triển"", ""phát triển xã hội và cảm xúc""]","[""Bé 30 tháng thường làm được gì về phát triển xã hội và cảm xúc?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,30 months – social
KB0041,Ngôn ngữ và giao tiếp,Mốc phát triển,30,30,Mốc ngôn ngữ – giao tiếp ở 30 tháng,"Nói khoảng 50 từ. Ghép hai từ trở lên và có động từ. Gọi tên đồ vật trong sách khi được hỏi. Dùng từ chỉ bản thân như “con”, “mình”, “chúng ta”.",[],[],"[""bé 30 tháng"", ""mốc phát triển"", ""ngôn ngữ và giao tiếp""]","[""Bé 30 tháng thường làm được gì về ngôn ngữ và giao tiếp?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,30 months – language
KB0042,Nhận thức,Mốc phát triển,30,30,Mốc nhận thức ở 30 tháng,Dùng đồ vật để chơi giả vờ. Giải quyết vấn đề đơn giản như đứng lên ghế thấp để với đồ. Làm theo hướng dẫn hai bước. Nhận biết ít nhất một màu.,[],[],"[""bé 30 tháng"", ""mốc phát triển"", ""nhận thức""]","[""Bé 30 tháng thường làm được gì về nhận thức?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,30 months – cognitive
KB0043,Vận động,Mốc phát triển,30,30,Mốc vận động và thể chất ở 30 tháng,Xoay núm cửa hoặc vặn nắp. Tự cởi một số quần áo rộng. Nhảy bật hai chân khỏi mặt đất. Lật từng trang sách.,[],[],"[""bé 30 tháng"", ""mốc phát triển"", ""vận động""]","[""Bé 30 tháng thường làm được gì về vận động?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,30 months – physical
KB0044,Hoạt động và mẹo,Hỗ trợ phát triển,30,30,Cách hỗ trợ trẻ 30 tháng học và phát triển,"Cho trẻ lựa chọn nhỏ, chơi tự do, trả lời câu hỏi khi đọc truyện và dùng lời tích cực để hỗ trợ tự lập cùng ngôn ngữ.","[""Khuyến khích chơi tự do để trẻ theo sở thích, thử điều mới và dùng đồ vật theo cách sáng tạo."", ""Dùng lời tích cực và chú ý nhiều hơn tới hành vi mong muốn."", ""Đưa hai hoặc ba lựa chọn đơn giản, lành mạnh về đồ ăn nhẹ hoặc quần áo."", ""Đặt câu hỏi “ai”, “cái gì”, “ở đâu” khi đọc truyện."", ""Làm mẫu cách chia sẻ, chờ lượt và dùng lời khi chơi cùng bạn."", ""Cho vẽ bằng bút sáp, phấn hoặc vật liệu an toàn; làm mẫu đường thẳng rồi hình tròn."", ""Tạo cơ hội chơi với trẻ khác tại nơi an toàn."", ""Ăn cùng gia đình, dùng cùng món phù hợp và không sử dụng màn hình trong bữa ăn."", ""Giới hạn màn hình tối đa khoảng một giờ mỗi ngày với chương trình phù hợp và có người lớn cùng xem."", ""Dùng từ mô tả đối lập như to/nhỏ, nhanh/chậm, bật/tắt, trong/ngoài."", ""Cùng làm câu đố đơn giản về hình, màu hoặc con vật và gọi tên từng mảnh."", ""Cho vận động ngoài trời tại khu vực an toàn."", ""Người lớn cung cấp thức ăn lành mạnh; trẻ quyết định ăn bao nhiêu.""]",[],"[""tips bé 30 tháng"", ""chơi với bé 30 tháng"", ""nuôi dạy trẻ""]","[""Nên chơi và tương tác với bé 30 tháng như thế nào?"", ""Có mẹo gì để hỗ trợ bé 30 tháng phát triển?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,30 months – tips
KB0045,Phát triển xã hội và cảm xúc,Mốc phát triển,36,36,Mốc xã hội – cảm xúc ở 36 tháng,Bình tĩnh trong khoảng 10 phút sau khi người chăm sóc rời đi ở nơi gửi trẻ. Chú ý và tham gia chơi với trẻ khác.,[],[],"[""bé 36 tháng"", ""mốc phát triển"", ""phát triển xã hội và cảm xúc""]","[""Bé 36 tháng thường làm được gì về phát triển xã hội và cảm xúc?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,36 months – social
KB0046,Ngôn ngữ và giao tiếp,Mốc phát triển,36,36,Mốc ngôn ngữ – giao tiếp ở 36 tháng,"Trò chuyện qua lại ít nhất hai lượt. Đặt câu hỏi ai, cái gì, ở đâu hoặc tại sao. Nói hành động đang diễn ra trong tranh. Nói tên của mình khi được hỏi. Nói đủ rõ để người khác hiểu phần lớn thời gian.",[],[],"[""bé 36 tháng"", ""mốc phát triển"", ""ngôn ngữ và giao tiếp""]","[""Bé 36 tháng thường làm được gì về ngôn ngữ và giao tiếp?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,36 months – language
KB0047,Nhận thức,Mốc phát triển,36,36,Mốc nhận thức ở 36 tháng,Vẽ hình tròn khi được làm mẫu. Tránh chạm vật nóng khi được cảnh báo.,[],[],"[""bé 36 tháng"", ""mốc phát triển"", ""nhận thức""]","[""Bé 36 tháng thường làm được gì về nhận thức?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,36 months – cognitive
KB0048,Vận động,Mốc phát triển,36,36,Mốc vận động và thể chất ở 36 tháng,Xâu các vật lớn như hạt hoặc ống mì. Tự mặc một số quần áo đơn giản. Dùng nĩa.,[],[],"[""bé 36 tháng"", ""mốc phát triển"", ""vận động""]","[""Bé 36 tháng thường làm được gì về vận động?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,36 months – physical
KB0049,Hoạt động và mẹo,Hỗ trợ phát triển,36,36,Cách hỗ trợ trẻ 36 tháng học và phát triển,"Hỗ trợ trẻ giải quyết vấn đề, gọi tên cảm xúc, thực hành bình tĩnh, tuân theo vài quy tắc rõ và dự đoán nội dung truyện.","[""Hỗ trợ trẻ tự giải quyết vấn đề bằng câu hỏi gợi mở, cùng nghĩ nhiều giải pháp và thử lại khi cần."", ""Gọi tên cảm xúc và dạy cách bình tĩnh như thở sâu, ôm đồ chơi yêu thích hoặc tới góc yên tĩnh an toàn."", ""Đặt vài quy tắc đơn giản, rõ ràng; khi trẻ vi phạm, chỉ cách thay thế và ghi nhận khi trẻ làm đúng."", ""Đọc sách và hỏi điều đang xảy ra hoặc điều có thể xảy ra tiếp theo."", ""Chơi đếm bộ phận cơ thể, bậc thang và đồ vật hằng ngày."", ""Mở rộng câu của trẻ bằng từ đúng và câu dài hơn một chút."", ""Cho trẻ giúp nấu ăn bằng việc an toàn như rửa rau quả hoặc khuấy."", ""Đưa hướng dẫn gồm hai hoặc ba bước phù hợp khả năng."", ""Giới hạn màn hình tối đa khoảng một giờ mỗi ngày, có người lớn cùng xem; không đặt màn hình trong phòng ngủ."", ""Dạy bài hát và đồng dao đơn giản."", ""Chuẩn bị hộp hoạt động gồm giấy, bút sáp và sách tô màu."", ""Khuyến khích chơi với trẻ khác để học kết bạn và hòa thuận.""]",[],"[""tips bé 36 tháng"", ""chơi với bé 36 tháng"", ""nuôi dạy trẻ""]","[""Nên chơi và tương tác với bé 36 tháng như thế nào?"", ""Có mẹo gì để hỗ trợ bé 36 tháng phát triển?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,36 months – tips
KB0050,Phát triển xã hội và cảm xúc,Mốc phát triển,48,48,Mốc xã hội – cảm xúc ở 48 tháng,"Chơi giả vờ làm giáo viên, siêu anh hùng hoặc con vật. Chủ động xin chơi cùng trẻ khác. An ủi người bị đau hoặc buồn. Tránh một số nguy hiểm rõ ràng. Thích làm người giúp đỡ. Điều chỉnh hành vi phù hợp địa điểm.",[],[],"[""bé 48 tháng"", ""mốc phát triển"", ""phát triển xã hội và cảm xúc""]","[""Bé 48 tháng thường làm được gì về phát triển xã hội và cảm xúc?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,48 months – social
KB0051,Ngôn ngữ và giao tiếp,Mốc phát triển,48,48,Mốc ngôn ngữ – giao tiếp ở 48 tháng,"Nói câu từ bốn từ trở lên. Nhớ và nói một số từ trong bài hát, truyện hoặc đồng dao. Kể ít nhất một việc đã xảy ra trong ngày. Trả lời câu hỏi đơn giản về công dụng đồ vật.",[],[],"[""bé 48 tháng"", ""mốc phát triển"", ""ngôn ngữ và giao tiếp""]","[""Bé 48 tháng thường làm được gì về ngôn ngữ và giao tiếp?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,48 months – language
KB0052,Nhận thức,Mốc phát triển,48,48,Mốc nhận thức ở 48 tháng,Gọi tên một số màu. Kể điều xảy ra tiếp theo trong câu chuyện quen thuộc. Vẽ người có ít nhất ba bộ phận.,[],[],"[""bé 48 tháng"", ""mốc phát triển"", ""nhận thức""]","[""Bé 48 tháng thường làm được gì về nhận thức?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,48 months – cognitive
KB0053,Vận động,Mốc phát triển,48,48,Mốc vận động và thể chất ở 48 tháng,Bắt được bóng lớn phần lớn thời gian. Tự lấy thức ăn hoặc rót nước dưới sự giám sát. Cởi được một số cúc. Cầm bút giữa ngón tay và ngón cái thay vì nắm cả bàn tay.,[],[],"[""bé 48 tháng"", ""mốc phát triển"", ""vận động""]","[""Bé 48 tháng thường làm được gì về vận động?""]","Thông tin này không thay thế tư vấn, chẩn đoán hoặc điều trị của bác sĩ hay nhân viên y tế.",SRC01,48 months – physical
